abstract	location_label	topic_label
"Pinna nobilis populations, constituting the largest bivalve mollusk endemic to the Mediterranean, is characterized as critically endangered, threatened by extinction. Among the various factors proposed as etiological agents are the Haplosporidium pinnae and Mycobacterium sp. parasites. Nevertheless, devastation of the fan mussel populations is still far from clear. The current work is undertaken under a broader study aiming to evaluate the health status of Pinna nobilis population in Aegean Sea, after the mass mortalities that occurred in 2019. A significant objective was also (a) the investigation of the etiological agents of small-scale winter mortalities in the remaining populations after the devastating results of Haplosporidium pinnae and Mycobacterium sp. infections, as well as (b) the examination of the susceptibility of the identified bacterial strains in antibiotics for future laboratory experiments. Microbiological assays were used in order to detect the presence of potential bacterial pathogens in moribund animals in combination with molecular tools for their identification. Our results provide evidence that Vibrio bacterial species are directly implicated in the winter mortalities, particularly in cases where the haplosporidian parasite was absent. Additionally, this is the first report of Vibrio mediterranei and V. splendidus hosted by any bivalve on the Greek coastline."	NonUS	Ecology
"Dissolved exometabolites mediate algal interactions in aquatic ecosystems, but microalgal exometabolomes remain understudied. We conducted an untargeted metabolomic analysis of nonpolar exometabolites exuded from four phylogenetically and ecologically diverse eukaryotic microalgal strains grown in the laboratory, freshwater Chlamydomonas reinhardtii, brackish Desmodesmus sp., marine Phaeodactylum tricornutum, and marine Microchloropsis salina, to identify released metabolites based on relative enrichment in the exometabolomes compared to cell pellet metabolomes. Exudates from the different taxa were distinct, but we did not observe clear phylogenetic patterns. We used feature-based molecular networking to explore the identities of these metabolites, revealing several distinct di- and tripeptides secreted by each of the algae, lumichrome, a compound that is known to be involved in plant growth and bacterial quorum sensing, and novel prostaglandin-like compounds. We further investigated the impacts of exogenous additions of eight compounds selected based on exometabolome enrichment on algal growth. Of these compounds, five (lumichrome, 5'-S-methyl-5'-thioadenosine, 17-phenyl trinor prostaglandin A2, dodecanedioic acid, and aleuritic acid) impacted growth in at least one of the algal cultures. Two of these compounds (dodecanedioic acid and aleuritic acid) produced contrasting results, increasing growth in some algae and decreasing growth in others. Together, our results reveal new groups of microalgal exometabolites, some of which could alter algal growth when provided exogenously, suggesting potential roles in allelopathy and algal interactions. IMPORTANCE Microalgae are responsible for nearly half of primary production on earth and play an important role in global biogeochemical cycling as well as in a range of industrial applications. Algal exometabolites are important mediators of algal-algal and algal-bacterial interactions that ultimately affect algal growth and physiology. In this study, we characterize exometabolomes across marine and freshwater algae to gain insights into the diverse metabolites they release into their environments (exudates). We observe that while phylogeny can play a role in exometabolome content, environmental conditions or habitat origin (freshwater versus marine) are also important. We also find that several of these compounds can influence algal growth (as measured by chlorophyll production) when provided exogenously, highlighting the importance of characterization of these novel compounds and their role in microalgal ecophysiology."	USA	Ecology
"Although catch-and-release fishing tournaments undoubtedly reduce mortality of target species, postrelease mortality and fish stockpiling at release sites remain common concerns related to these tournaments. The impacts of live-release tournaments on freshwater species have been widely studied. However, research on estuarine sport fishes is lacking even though catch-and-release tournaments targeting these species are prevalent and popular recreational fisheries exist. Therefore, we estimated the post-weigh-in mortality and dispersal of Red Drum Sciaenops ocellatus and Spotted Seatrout Cynoscion nebulosus released from the 2016-2018 Alabama Deep Sea Fishing Rodeo live-weigh-in categories using acoustic telemetry. To concurrently estimate overall post-weigh-in mortality and dispersal, we used a Bayesian multistate model. Overall Red Drum post-weigh-in mortality (median = 6.12%; posterior credible interval [CrI] = 5.67-9.24%) was lower than overall Spotted Seatrout mortality (median = 30.63%; CrI = 26.74-40.00%). These estimates were within reported catch-and-release mortality ranges; however, they were higher than recent estimates for Spotted Seatrout. Within 1 week postrelease, Spotted Seatrout dispersal estimates (median = 87.03%; CrI = 72.96-95.72%) were higher than Red Drum (median = 55.62%; CrI = 42.75-68.10%) or Micropterus spp. in coastal and inland ecosystems. Long-term stockpiling at the release site was also not present; at the end of our 8-week observation period, median dispersal estimates were 94.41% (CrI = 87.15-98.19%) and 98.54% (CrI = 93.68-99.82%) for Red Drum and Spotted Seatrout, respectively. Red Drum fisheries may benefit most from live-release tournaments given that maximum mortality was <10%, but Spotted Seatrout fisheries may also benefit, especially if considerations are made to further reduce tournament mortality. Although we do not know the ratio of tournament mortality to recreational harvest for these species, live-release tournaments may be able to relieve some harvest pressure on heavily exploited inshore marine fisheries and research validating their usefulness should continue."	USA	Fisheries
"The behavior of organisms at local scales can have dramatic effects on the distribution of habitat and ecosystem processes at large spatial scales. Grazing halos-barren areas of sand surrounding coral reefs-are readily visible in remotely sensed imagery, and are formed by herbivores preferentially grazing close to the safety of the reef. Grazing halo size can vary by more than an order of magnitude, yet we lack an understanding of what underlies this variation. Changes in grazing intensity and the distance herbivores travel may be influenced by predation risk, resource availability, and structural attributes of the reef. Here, we tested how predator density, herbivore density, and patch reef area are correlated with halo size and grazing patterns by linking satellite imagery with mensurative experiments on patch reefs in the Caribbean. Chronic predation risk suppressed the overall foraging intensity of herbivorous fishes; a doubling in predator density led to a 29% decrease in grazing. Variation in herbivore density, which was tightly correlated with patch reef area, was linked to the distance herbivores foraged from the reef. Furthermore, herbivore density and/or reef area was the best predictor of halo width at field sites, and reef area explained a significant proportion of the variation in halo size across the landscape. Our results contribute to a growing body of research suggesting that halos may function as footprints of ecological processes, such as herbivory, that can be quantified using remote sensing, and offer a potential avenue to improve monitoring of coral reef management."	USA	Ecology
"Climate change has profound ecological effects, yet our understanding of how trophic interactions among species are affected by climate change is still patchy. The sympatric Atlantic haddock and cod are co-occurring across the North Atlantic. They compete for food at younger stages and thereafter the former is preyed by the latter. Climate change might affect the interaction and coexistence of these two species. Particularly, the increase in sea temperature (ST) has been shown to affect distribution, population growth and trophic interactions in marine systems. We used 33-year long time series of haddock and cod abundances estimates from two data sources (acoustic and trawl survey) to analyse the dynamic effect of climate on the coexistence of these two sympatric species in the Arcto-Boreal Barents Sea. Using a Bayesian state-space threshold model, we demonstrated that long-term climate variation, as expressed by changes of ST, affected species demography through different influences on density-independent processes. The interaction between cod and haddock has shifted in the last two decades due to an increase in ST, altering the equilibrium abundances and the dynamics of the system. During warm years (ST over ca. 4 degrees C), the increase in the cod abundance negatively affected haddock abundance while it did not during cold years. This change in interactions therefore changed the equilibrium population size with a higher population size during warm years. Our analyses show that long-term climate change in the Arcto-Boreal system can generate differences in the equilibrium conditions of species assemblages."	NonUS	ClimateChange
"As over half of the world's tropical forests are reforested or afforested, understanding the resilience of carbon (C) pool in these forests is critical for global C balance. While most previous studies on the reforested lands have focused on C stock recovery, soil C turnover has largely been overlooked. We evaluated soil C turnover rate by calculating the isotopic enrichment factors of alpha (defined as the slope of the regression between the delta C-13 difference and /n-transferred C concentrations in mineral soil samples relative to the surface litter) and ji (defined as the slope of the regression between delta C-13 and log-transferred C concentrations) along 0-30 cm soil profiles in a 400-year-old monsoon evergreen broad-leaved forest (MEBF), a 51-year-old mixed-native plantation (NP1), a 31-year-old mixed-native plantation (NP2), a 31-year-old Acacia mangium plantation (AP), a 31-year-old mixedconifer plantation (CP), and a 31-year-old secondary forest with natural restoration (SF). Results showed that soil C stocks did not differ among the six forests. The estimated a values ranged from 1.0023 to 1.0086 and increased in the order of MEBF = NP1 < NP2 = AP = CP < SF. The estimated ji values ranged from -19.70 to -5.22 but showed an opposite trend to a values. Additionally, changes of the a and ji values among these forests were mainly regulated by soil water content and bulk density. Our findings demonstrate that forest restoration could enhance soil C stock equivalent to the undisturbed old-growth forests within a few decades, but the rate of soil C turnover in these restored forests were still higher."	NonUS	Ecology
"Conflicts arising from the consumption of anthropogenic foods by wildlife are increasing worldwide. Conventional tools for evaluating the spatial distribution pattern of large terrestrial mammals that consume anthropogenic foods have various limitations, despite their importance in management to mitigate conflicts. In this study, we examined the spatial distribution pattern of crop-foraging sika deer by performing nitrogen stable isotope analyses of bone collagen. We evaluated whether crop-foraging deer lived closer to agricultural crop fields during the winter and spring, when crop production decreases. We found that female deer in proximity to agricultural crop fields during the winter and spring were more likely to be crop-foraging individuals. Furthermore, the likelihood of crop consumption by females decreased by half as the distance to agricultural crop fields increased to 5-10 km. We did not detect a significant trend in the spatial distribution of crop-foraging male deer. The findings of spatial distribution patterns of crop-foraging female deer will be useful for the establishment of management areas, such as zonation, for efficient removal of them."	NonUS	HumanWildlife
"The floating goby Gymnogobius petschiliensis Rendahl is an amphidromous fish, which migrates upstream from the sea in the juvenile period and then inhabits not only freshwater areas but also brackish water. Most of the species that have such migratory polymorphism switch their osmoregulatory mechanism in synchrony with the timing of migration, but in G. petschiliensis it is known that even individuals living in freshwater areas behaviourally prefer brackish water to freshwater conditions in a laboratory. To clarify whether this species lives in freshwater areas with high osmoregulatory cost, the relationship between physiological cost and salinity was investigated using adult fish of the species captured in a freshwater area. Adults were kept individually in 13 L tanks with various salinity levels under fasted conditions. Their loss of body weight in freshwater conditions was more rapid than in 2/3 seawater, whereas the frequencies of horizontal and vertical movement in 13 L tanks did not differ significantly between freshwater and 2/3 seawater conditions. This suggests that the weight loss reflects not behavioural performance but physiological cost. In addition, no adults died even when transferred from freshwater to seawater conditions, indicating that they have high tolerance to salinity change in estuarine areas even after migrating to freshwater areas. These results support the hypothesis that G. petschiliensis migrates to freshwater areas while maintaining high hypo-osmoregulatory ability and paying a high physiological cost. Because G. petschiliensis phylogenetically originates from the coastal species, this example of migration without completely switching the osmoregulatory mechanism may help us to understand the diverse processes of up-stream migration in marine fish."	NonUS	Ecology
"In this study we analyzed data on fishing landings of Genidens barbus in the state of SAo Paulo, Brazil, from 2000 to 2014. An estimation of the total production was obtained through the analysis of 781,856 landings, among which 87% were categorized as artisanal and 13% as industrial. The abundance index showed some stability in the period. However, due to the high number of production units, the fishing effort need to be maintained, given that there is a risk that increased production might affect the abundance of G. barbus. Thus, as alternatives to maintaining marine catfish exploitation in southeastern Brazil under control, the following management actions can be suggested: i) prohibition of fishing activity by the industrial sector; ii) strengthening of inspection of the fleet that is not allowed to participate in the marine catfish fisheries, with emphasis on purse seiners; and iii) maintenance of a closed season for G. barbus, performing an adaptive management of fishing prohibition according to the reproductive biology of the species and with the support of artisanal fishers. These measures have the aim of promoting sustainable exploitation of G. barbus, especially through small-scale fisheries in southeastern Brazil."	NonUS	Fisheries
"Science helps us identify problems, understand their extent, and begin to find solutions; it helps us understand future directions for our society. Scientists bear witness to scenes of change and discovery that most people will never experience. Yet the vividness of these experiences is often left out when scientists talk and write about their work. A growing community of practice is showing that scientists can share their message in an engaging way using a strategy that most are already familiar with: storytelling. Here we draw on our experiences leading scientist communication training and hosting science storytelling events at the International Marine Conservation Congress to share basic techniques, tips, and resources for incorporating storytelling into any scientist's communication toolbox."	USA	Technology
"Despite frequent calls for Integrated Management (IM) of coastal and marine activities, there is no consensus on the 'recipe' for successful adoption and implementation, and there has been insufficient evaluation of successes and failures of IM to date. The primary rationale for IM is to overcome four major deficiencies of sector-based management: a) management of diverse activities by different agencies using different approaches, b) management generally focused on a subset of primarily ecological objectives that do not properly articulate or evaluate social, cultural, economic and institutional objectives, c) no mechanisms to evaluate or advise on tradeoffs among objectives of activities in relation to objectives and d) no mechanisms to evaluate the cumulative effects of all managed activities. To help overcome this gap in knowledge, here we draw on our collective experiences working in Australia and Canada to develop and articulate a framework to help guide the practical implementation and evaluation of IM, which we define as: 'An approach that links (integrates) planning, decision-making and management arrangements across sectors in a unified framework, to enable a more comprehensive view of sustainability and the consideration of cumulative effects and trade-offs.' We argue that IM will be most easily and effectively achieved by linking and modifying existing sector-based plans in an overarching IM initiative that has nine key features: 1) Recognition of need for IM, 2) A shared vision by stakeholders and decision-makers for IM, 3) Appropriate legal and institutional frameworks for coordinated decision-making, 4) Sufficient and effective processes for stakeholder engagement and participation, 5) A common and comprehensive set of operational objectives, 6) Explicit consideration of trade-offs and cumulative impacts, 7) Flexibility to adapt to changing conditions, 8) Processes for ongoing review and refinement, and 9) Effective resourcing, capacity, leadership and tools. Drawing on these features we then articulate a process for the implementation and evaluation of IM that recognises five phases: i) Preconditions and drivers of change, ii) Intentional design and institutional rearrangement, iii) Enablers and disablers iv) An implemented IM process, and v) Review of IM performance and modification. Combination of the nine features of IM with the five phases in IM development provides a framework for implementation and a lens for evaluation of IM processes. We suggest that this framework provides a guide to the appropriate design of practical IM, which will assist in overcoming the current management deficiencies and improve the sustainability of marine resources in the face of change."	NonUS	Conservation
"The expanding population of wild pig (Sus scrofa) and the associated economic loss has been a challenge for the government and conservation biologists, for over a decade globally. Unlike the majority of other wildlife, rising anthropogenic pressure offered wild pigs a suitable environment to expand their population. Accordingly, the circumstances for social conflict also increased at human-wildlife interface areas. Understanding the regional ecological landscape factors driving the human-wild pig conflict (HWPC) is vital for developing efficient strategies for HWPC management. We analyzed the important spatial and ecological factors determining HWPC across the Eastern and Western Ghats region of Tamil Nadu, India through semi-structured interviews of local communities. Fifty seven percent (n = 825) of the villagers surveyed (n = 1460) reported frequent wild pig conflict, principally in the form of crop damage (n = 819), especially in areas adjoining the forest boundary. Our study indicated that the probability of HWPC was positively correlated to the diversity of major and minor crops grown, percent crop cover and distance to the nearest water body, and negatively correlated to the degree of slope of the landscape and average annual rainfall. We identified 6729 km 2 of the total sampled area (22,525 km(2)) of high HWPC. Our HWPC hotspot map provides a concise view of the conflict pattern across the larger landscapes that can help the authorities prioritize areas and concentrate the conflict mitigation measures towards areas that require immediate attention."	NonUS	HumanWildlife
"Over the last 5 decades, natural populations of pink (Oncorhynchus gorbuscha) and chum (O. keta) salmon were the most abundant salmon species returning to Washington, USA. Pink salmon predominantly returned in odd years, and chum salmon stocks that interacted with pink salmon exhibited strong even- and odd-year variations in abundance, size, age-at-maturity, and productivity (recruits-per-spawner). We investigated the effects of competition between pink and chum salmon originating from Washington during different life-history phases. Overall, chum salmon returns were 34% lower in pink salmon (odd) years compared to non-pink salmon (even) years. Chum salmon productivity tended to be below average for odd broods, especially along the Washington coast where there are no pink salmon populations, suggesting that competition during overlapping marine periods established their distinct even- and odd-year patterns. We evaluated long-term trends in chum (and pink) salmon productivity using correlation and time series analysis and examined the influence of ocean indicators on those trends. In general, chum salmon productivity increased between brood years 1968 and 1989 and was positively related to summertime Pacific Decadal Oscillation (PDO), but declined between brood years 1990 and 2012 and was negatively related to the PDO. Pink salmon productivity had no directional trend, but exhibited declines over the last decade and was negatively related to the PDO over the entire time series. Chum salmon productivity was also negatively related to pink salmon abundance, supporting the conclusion that ocean conditions and competition accounted for brood-year differences in chum salmon age-at-maturity and lower returns in odd versus even years."	USA	Fisheries
"Telomeres, repeating TTAGGG sequences at the ends of eukaryotic chromosomes, increase genomic stability. Telomere shortening occurs not only during DNA replication associated with cell division but also under oxidative stress, where reactive oxygen species damage DNA. Therefore, changes in telomere length can be used to evaluate chronic cost or stress responses incurred by individuals. The phylogenetically unique Chondrichthyes are among the least-studied groups of marine vertebrates. Telomere data are limited and have only been reported in a few Chondrichthyes species. In this study, we measured telomere length and quantified oxidative stress and antioxidant power in 17 Chondrichthyes species whose telomere length has not been measured before. The presence of telomere sequences > 30 bp and lower values of oxidative stress were confirmed in most species. Average telomere length was not correlated with oxidative stress and antioxidant power in 15 species for which both measurements were available. It would be desirable in the future to elucidate the nature of telomeres in Chondrichthyes, and their direct relationship with reactive oxygen species."	NonUS	Genetics
"Aim Although at least five Tylototriton species were recorded in Thailand, only Tylototriton verrucosus is registered as a protected species under the Wildlife Preservation and Protection Act in Thailand. Populations of T. uyenoi are now severely declining, caused by anthropogenic activities. As intense human pressure is having profound effects on the diminishment in T. uyenoi populations, a conservation plan is needed. Information such as the abundance and distribution of a species is necessary. Yet, current established survey methods are either time-consuming or labour-intensive. Here, eDNA-based detection was developed for tracking the presence of the T. uyenoi. Location Thailand. Methods We target the surveillance of T. uyenoi using eDNA. Primers and a probe specific to T. uyenoi were designed and tested for their specificity and sensitivity. Water samples were collected once a month from August to January at three sites in Doi Suthep and at three extra sites within the range of the species. Three hundred ml samples of water were collected and filtered. Environmental DNA was extracted and then subjected to qPCR assay in an attempt to detect T. uyenoi. Results The qPCR assay was found to be species-specific to T. uyenoi. Both PCR and qPCR did not result in any positive detection of three congeners or other non-target species. The LOD and the LOQ of the assay were determined by an analysis of the standard curve, and it was found that the LOD and the LOQ were 7.99 and 9.0 copies per reaction, respectively. Environmental DNA was detected in water samples from all sites where T. uyenoi has been known to occur, but detection varied among sites and sampling times. In addition, low amounts of eDNA were detected in three sites with unknown occupancy of newts, but within the species' range. Conclusions Our findings suggest that eDNA survey is a powerful tool for tracking T. uyenoi throughout the year regardless of the sampling site conditions. Similar to other amphibians, T. uyenoi is severely declining due to anthropogenic factors. In order to have an effective conservation plan, knowledge of a species' distribution is needed. To our knowledge, this was the first study that used eDNA to track the crocodile newt in Thailand."	NonUS	Conservation
"Members of the public play a primary role in successful implementation of wildlife management plans, making communication between scientists and the public a vital component of wildlife management. Although there is substantial public interest in the health of ungulate populations, stakeholder perspectives can vary widely, rendering a single approach to communication ineffective. To improve science communication, we characterized perspectives regarding issues negatively affecting mule deer (Odocoileus hemionus) in Wyoming, USA. We used Q methodology, a mixed quantitative-qualitative approach where participants ranked a series of statements followed by semi-structured interviews, to identify shared perspectives. We interviewed individuals (n = 37) representing prominent stakeholder groups (e.g., ranchers, hunters, conservation non-profits) in Wyoming. We identified 3 perspectives (52% of variance explained) that captured shared views regarding what factors are negatively affecting mule deer: bottom-up (n = 17 participants; 26% variance), human contributions (n = 9; 14% variance), and top-down (n = 8; 12% variance) perspectives. Most participants shared the idea that mule deer are being negatively affected, but participants diverged in views as to the primary issues. Perspectives ranged from being focused on bottom-up factors (e.g., habitat fragmentation, condition of winter ranges) to top-down factors (e.g., predation, disease) to factors focused on human contributions (e.g., human activity, public and political interests). Based on how participants diverged in perspectives and their interest in mule deer management, we discuss opportunities for scientists to improve communication by incorporating ecological complexity and nuance, moving towards a 2-way dialogue of communication, and sharing their own first-hand experiences in future communications with stakeholders. (c) 2021 The Authors. The Journal of Wildlife Management published by Wiley Periodicals LLC on behalf of The Wildlife Society."	USA	HumanWildlife
"We used morphological and genetic identification to document metazoan parasites of cetaceans and pinnipeds from 28 carcasses salvaged in California between 1974 and 2002, including whales, dolphins, porpoises, sea lions, and seals. Nematodes found included Anisakis simplex (s.l.), A. simplex (s.s.), Pseudoterranova decipiens (s.l.), Pseudoterranova sp., Contracaecum ogmorhini (s.l.), Contracaecum sp., Stenurus cf. minor, Pharurus cf. dalli, and Otostrongylus circumlitus. Cestodes found included Phyllobothrium delphini and Tetrabothrius sp. The acanthocephalan Bolbosoma capitatum, and the arthropod Halarachne miroungae, also were documented. Tetrabothrius sp. in the pygmy beaked whale (Mesoplodon peruvianus) and P. delphini in the Eastern North Pacific long-beaked common dolphin (Delphinus delphis bairdii) constitute two new host records."	USA	Genetics
"1. Camera traps (CTs) are a valuable tool in ecological research, amassing large quantities of information on the behaviour of diverse wildlife communities. CTs are predominantly used as passive data loggers to gather observational data for correlational analyses. Integrating CTs into experimental studies, however, can enable rigorous testing of key hypotheses in animal behaviour and conservation biology that are otherwise difficult or impossible to evaluate. 2. We developed the 'BoomBox', an open-source Arduino-compatible board that attaches to commercially available CTs to form an Automated Behavioural Response (ABR) system. The modular unit connects directly to the CT's passive infrared (PIR) motion sensor, playing audio files over external speakers when the sensor is triggered. This creates a remote playback system that captures animal responses to specific cues, combining the benefits of camera trapping (e.g. continuous monitoring in remote locations, lack of human observers, large data volume) with the power of experimental manipulations (e.g. controlled perturbations for strong mechanistic inference). 3. Our system builds on previous ABR designs to provide a cheap (similar to 100USD) and customizable field tool. We provide a practical guide detailing how to build and operate the BoomBox ABR system with suggestions for potential experimental designs that address a variety of questions in wildlife ecology. As proof-of-concept, we successfully field tested the BoomBox in two distinct field settings to study species interactions (predator-prey and predator-predator) and wildlife responses to conservation interventions. 4. This new tool allows researchers to conduct a unique suite of manipulative experiments on free-living species in complex environments, enhancing the ability to identify mechanistic drivers of species' behaviours and interactions in natural systems."	USA	Technology
"Protected areas in sub-Saharan Africa are fast becoming islands on which to conserve biodiversity as surrounding human populations grow exponentially, rangelands become urbanized, and natural habitats are fragmented. The Masai Mara National Reserve in the Mara-Serengeti ecosystem in Kenya is renowned for having one of the highest densities and diversities of large mammals in the world, but may be experiencing negative effects from anthropogenic disturbances (e.g., illegal livestock grazing) within Reserve boundaries. We monitored changes in the diversity and abundance of resident and migratory herbivores in response to temperature, rainfall, the size of the local pastoralist population, the burgeoning infrastructure for tourism, and the number of livestock grazing inside Reserve boundaries in the eastern portion of the Masai Mara over a 26 year period (1988-2013). Using hierarchical models fit in a Bayesian framework, we found that overall diversity and abundance of resident and migrant herbivores declined between 1988 and 2013 in the Talek region, which lies in the northeastern portion of the Reserve. The habitual grazing of livestock within the Reserve's boundaries, as well as both human population growth and the development of tourism infrastructure beside the Reserve, had strong negative correlations with herbivore diversity and with the size of resident and migrant herbivore populations in the Talek region. We also found that rainfall was negatively correlated with the numbers and diversity of resident herbivores, and that temperature was positively correlated with numbers of resident herbivores. We expect herbivore diversity and abundance to continue to decline if current trends in livestock grazing and tourism development continue in the eastern Masai Mara. (c) 2019 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)."	USA	Biodiversity
"The development of human activities on French Atlantic coastlines (La Rochelle) lead to chronic pollution of the environment by organic (pesticides, hydrocarbons, agrochemicals) and inorganic (heavy metals) contaminants. These past years, several regulations have been implemented to preserve coastal environments. The purpose of this study was to perform biomonitoring of bivalve species using an outdoor caging technique. The goal of our work was to assess the impact of harbour's trace elements on the state of health of the marine bivalve Mimachlamys varia. First, various molecular defence biomarkers were measured: SOD (oxidative stress), GST (detoxification process), MDA (lipid peroxidation), and Laccase (immune reaction). Thus, in April 2016, scallops were collected at three caging sites, which differ by their levels of pollution, after transplantation into port areas (fairing, rainwater) and a control site (marsh). Bivalve samples were taken at three sampling dates (D0, D07, D21). Biomarker assays were performed in the digestive glands due to their bioaccumulation properties. The second aim was to explore the impacts of inorganic pollutants placed in environmental harbour's sites. After 21 days, the biomarker response of transplanted bivalves revealed a SOD decrease, Laccase and GST stimulations, higher concentrations in Cu, Fe, As, Co, Mn, Zn, Sn and no significant variation of MDA concentration. Our ecological relevance of biomarker approaches opens interesting perspectives to identify M. varia such as a pertinent marine sentinel species. The several selected biomarkers determined could confirm their ability to appraise the water quality of hydro-systems located in French coastlines, such as port areas. (C) 2019 Elsevier Ltd. All rights reserved."	NonUS	Ecology
"Given the difficulty of effective landscape-scale control of introduced predators, fenced areas that exclude them (i.e. 'mainland islands') can play an important role in conserving threatened mammal species in Australia. Despite this, the effort required to eradicate or remove introduced species from within fenced areas remains poorly quantified. This study was conducted at Mt Gibson Wildlife Sanctuary in semi-arid Western Australia, where a 43 km predator-exclusion fence surrounding 7832 ha was completed in June 2014. The subsequent effort expended in eradicating feral Cat (Felis catus) and removing European Rabbit (Oryctolagus cuniculus) populations was logged daily during 11 months of active population removal and 3.5 months of monitoring. The total effort expended on cat eradication, rabbit removal and monitoring included over 4800 person-hours of work and nearly 67,000 km of driving (of which 6700 km was for spotlighting), and the conduct of over 15,000 trap nights, 2300 km of sand tracking transects, and over 7800 camera-trap nights. Total costs (in 2015 figures) were estimated at just over AUD $390,000, which equates to approximately $50 per hectare. Cage trapping was most efficacious for catching cats, although it took nine months to capture the last individual, which was detected independently by both sand tracking transects and camera traps. This research provides baseline data on the resources required for future eradication and removal projects, particularly those within fenced reserves."	NonUS	Conservation
"Southern distinct population segment (sDPS) juvenile Green Sturgeon are thought to rear in the Sacramento-San Joaquin Delta for two to four years. The southern population segment has been listed as threatened under the Endangered Species Act. Habitat loss is cited as a significant driver in declines of the population. Specific to juvenile rearing, much of the historic floodplain habitat has been lost and replaced by leveed channelized waterways. In addition to geomorphic alterations, other direct and indirect activities such as water export, dredging, and the introduction of invasive species may have significant impacts to the viability of the species. The objective of this tracking study was to provide a first of its kind look at the movements and behaviors of wild caught juvenile Green Sturgeon within the putative nursery grounds of the Sacramento-San Joaquin Delta. We acoustically tagged and continuously tracked six yearling juvenile Green Sturgeon with mean total length (TL) of 50.6cm (SD=5.3) and mean mass of 563.3g (SD=151.7). We performed continuous mobile tracking for a period of up to five days per individual while recording GPS coordinates, depths, and water temperature at the sturgeon's location. We used first-passage times, defined as the amount of time spent within a given area, for which a radius was determined post hoc. First passage times were used as a metric for parsing bouts of localized movements from directed movements. Our results indicate that juvenile Green Sturgeon largely oriented at or near the bottom. Depths utilized by all sturgeon ranged from >3m to 20m across all tracks. Individuals exhibited fidelity to the San Joaquin River Channel with only one individual leaving the main channel. Juvenile green sturgeon were shown to exhibit both positive and negative rheotaxis during sustained directed movements under independent ebb tidal cycles. This study provides the first detailed examination into the early life movements and behaviors of a rare species within their putative nursery grounds."	USA	Ecology
"Nitrogen is one of the fundamental nutrients for algal growth, underpinning the microalgal biochemical composition. Therefore, this study compared the growth and proximate compositions of Tetraselmis chuff (Butcher, 1959), cultured in different nitrate (NaNO3) concentrations (25, 50, 100, 200 and 500 mg L-1). Thus, the cell density, optical density, specific growth rate and division rate of T. chuii were measured daily. Furthermore, protein and carbohydrate contents were also determined in the stationary phase. The results showed that T. chuff cultivated in a NaNO3 concentration of 500 mg L-1 had significantly (p<0.05) higher growth in terms of cell density, biomass, optical density, specific growth rate and division rates compared with other concentrations. Likewise, protein content was also significantly higher under the NaNO3 concentration of 500 mg L-1, whereas significantly (p<0.05) higher carbohydrate content was found at 25 mg L-1 NaNO3 compared with the other concentrations, showing a contrary trend between protein and carbohydrate concentrations, respectively. Since the primary focus has been on improving the quality of microalgal biomass in order to develop novel processes and products, this is the first study to use higher concentrations of modified nitrate on T. chuii isolated from the coastal area of Bangladesh. Thus the indigenous marine T. chuff had significantly utilised NaNO3 concentrations with higher growth and proximate contents in this study. However, further study is needed on microalgal genetics and metabolic engineering to create a new molecular era of the indigenous marine microalgae isolated from the coastal water of Bengal."	NonUS	Ecology
"Hydrate reservoirs with underlying gas are generally accepted as the most promising energy resource for commercial exploitation. The underlying gas is an important part of the energy recovery of hydrate reservoirs. However, the gas production characteristics of hydrate reservoirs with underlying gas are rarely discussed. This paper aims to analyze the effects of underlying gas on the formation of hydrate and methane production behaviors by depressurization. In a core holder, marine soil obtained from the South China Sea was used to remold muddy low-permeability cores. The hydrate saturation of the muddy cores ranged from 25.2% to 48.3%. In this work, when the pressure difference between the underlying gas and the hydrate phase equilibrium is less than 2.6 MPa, the underlying gas pressure is the decisive factor for hydrate saturation. Besides, underlying gas can provide a relatively slow pressure drop rate for hydrate decomposition. The low permeability of the core caused by high hydrate saturation weakens the production of underlying gas and leads to the pressure gradient in the core. Hydrate decomposition front advances with the pressure gradient. Therefore, the production of underlying gas and hydrate decomposition are interdependent during depressurization. The experimental results demonstrated the existence of underlying gas could boost the exploitation potential and gas recoverability of hydrate reservoirs. These findings expand the understanding of joint exploitation characteristics and provide guidance in assessing the production potential for further researches and field exploitation of hydrate reservoirs with underlying gas."	NonUS	Technology
